               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,            0.025187,            0.034596,            0.012959,             0.70348,             0.35806,              0.3921,             0.31353,            0.026103,            0.047006,            0.038776,           0.0083246,           0.0083246,           0.0083246
                 144,            0.025178,            0.034401,            0.013214,             0.70362,             0.35806,             0.39218,             0.31355,            0.026106,            0.047019,             0.03878,           0.0083025,           0.0083025,           0.0083025
                 145,            0.025042,            0.034521,            0.012871,             0.70632,             0.35754,             0.39218,             0.31402,            0.026105,            0.047021,            0.038769,           0.0082804,           0.0082804,           0.0082804
                 146,            0.024963,            0.034675,            0.012707,             0.70689,             0.35737,             0.39252,              0.3149,            0.026106,            0.047029,            0.038758,           0.0082581,           0.0082581,           0.0082581
                 147,            0.024983,             0.03442,            0.012835,             0.70629,             0.35727,             0.39269,             0.31508,            0.026107,             0.04706,            0.038763,           0.0082357,           0.0082357,           0.0082357
                 148,            0.025005,            0.034425,            0.013001,             0.70665,              0.3572,             0.39312,             0.31555,            0.026108,             0.04707,            0.038764,           0.0082132,           0.0082132,           0.0082132
                 149,            0.024798,            0.034014,            0.012977,             0.70462,             0.35451,             0.39198,              0.3145,             0.02611,            0.047077,            0.038761,           0.0081906,           0.0081906,           0.0081906
                 150,             0.02485,            0.034278,             0.01285,             0.70586,             0.35416,             0.39213,             0.31396,            0.026109,            0.047105,            0.038763,           0.0081679,           0.0081679,           0.0081679
                 151,             0.02468,            0.033932,            0.012661,             0.70536,             0.35532,             0.39251,             0.31447,            0.026106,              0.0471,            0.038771,            0.008145,            0.008145,            0.008145
                 152,             0.02489,            0.033907,            0.012734,              0.7099,             0.35564,             0.39244,              0.3142,            0.026105,            0.047108,            0.038786,           0.0081221,           0.0081221,           0.0081221
                 153,            0.024748,            0.034242,            0.012622,             0.71045,              0.3541,             0.39276,             0.31467,            0.026107,            0.047117,             0.03881,           0.0080991,           0.0080991,           0.0080991
                 154,            0.024986,            0.034292,            0.012646,              0.7107,             0.35386,             0.39335,             0.31549,            0.026106,             0.04713,            0.038824,           0.0080759,           0.0080759,           0.0080759
                 155,            0.024911,            0.034333,             0.01276,              0.7118,             0.35357,             0.39326,             0.31521,            0.026104,            0.047136,            0.038825,           0.0080527,           0.0080527,           0.0080527
                 156,            0.024778,            0.034081,            0.012598,             0.71197,             0.35365,             0.39046,             0.31275,            0.026104,            0.047144,            0.038829,           0.0080294,           0.0080294,           0.0080294
                 157,            0.024771,            0.034238,              0.0126,             0.71261,              0.3534,             0.39435,             0.31537,            0.026108,            0.047153,            0.038826,           0.0080059,           0.0080059,           0.0080059
                 158,            0.024617,            0.033795,            0.012579,             0.71268,             0.35421,             0.39504,             0.31577,            0.026109,            0.047175,            0.038826,           0.0079824,           0.0079824,           0.0079824
                 159,             0.02475,            0.034113,            0.012484,             0.71634,             0.35719,             0.39606,             0.31721,             0.02611,            0.047183,            0.038824,           0.0079588,           0.0079588,           0.0079588
                 160,            0.024678,            0.034035,            0.012428,              0.7172,             0.35673,             0.39671,             0.31809,            0.026112,            0.047203,            0.038825,            0.007935,            0.007935,            0.007935
                 161,            0.024577,            0.033737,            0.012185,             0.71859,             0.35713,             0.39688,             0.31829,            0.026116,            0.047226,            0.038819,           0.0079112,           0.0079112,           0.0079112
                 162,            0.024565,            0.033905,             0.01237,             0.71821,              0.3572,             0.39711,             0.31832,            0.026118,            0.047236,            0.038825,           0.0078873,           0.0078873,           0.0078873
                 163,            0.024411,            0.033667,            0.012256,             0.71816,              0.3573,             0.39717,             0.31886,            0.026118,            0.047243,            0.038828,           0.0078633,           0.0078633,           0.0078633
                 164,            0.024686,            0.034029,            0.012255,             0.71851,             0.35762,             0.39727,             0.31875,            0.026123,            0.047252,            0.038835,           0.0078392,           0.0078392,           0.0078392
                 165,            0.024589,            0.033783,            0.012345,             0.71931,              0.3583,             0.39748,             0.31885,            0.026127,             0.04728,            0.038834,            0.007815,            0.007815,            0.007815
                 166,            0.024412,            0.033551,            0.012199,             0.72138,              0.3583,             0.39781,             0.31925,            0.026129,            0.047301,             0.03884,           0.0077907,           0.0077907,           0.0077907
                 167,            0.024381,            0.033624,            0.012098,             0.72292,              0.3573,             0.39795,             0.31881,            0.026134,            0.047332,            0.038839,           0.0077663,           0.0077663,           0.0077663
                 168,            0.024488,            0.033764,            0.012223,             0.72717,             0.35782,             0.39785,             0.31858,            0.026137,             0.04736,            0.038842,           0.0077418,           0.0077418,           0.0077418
                 169,            0.024466,             0.03368,            0.011969,             0.72985,             0.35692,               0.398,             0.31869,            0.026145,              0.0474,            0.038857,           0.0077173,           0.0077173,           0.0077173
                 170,            0.024446,            0.033463,            0.012013,             0.73324,               0.357,             0.40095,             0.32173,            0.026149,            0.047407,            0.038876,           0.0076926,           0.0076926,           0.0076926
                 171,            0.024495,            0.033678,            0.012096,             0.73339,             0.35622,             0.40114,             0.32123,            0.026154,            0.047433,             0.03889,           0.0076679,           0.0076679,           0.0076679
                 172,            0.024483,            0.033369,            0.012135,             0.72724,             0.35589,             0.40131,             0.32213,             0.02616,            0.047445,            0.038901,           0.0076431,           0.0076431,           0.0076431
                 173,             0.02448,            0.033422,            0.012084,             0.72849,             0.35638,             0.40121,             0.32078,            0.026164,            0.047481,            0.038907,           0.0076182,           0.0076182,           0.0076182
                 174,            0.024294,            0.033286,            0.012052,             0.72837,             0.35646,             0.40127,             0.32154,            0.026165,            0.047485,            0.038906,           0.0075932,           0.0075932,           0.0075932
                 175,            0.024343,            0.033349,            0.012094,             0.72726,               0.357,             0.40137,             0.32144,            0.026167,            0.047501,            0.038904,           0.0075681,           0.0075681,           0.0075681
                 176,             0.02421,            0.033295,            0.011861,             0.72737,             0.35654,             0.40161,             0.32141,            0.026168,            0.047517,             0.03892,            0.007543,            0.007543,            0.007543
                 177,            0.024274,             0.03343,            0.012025,             0.72639,             0.35667,             0.40125,             0.32085,            0.026168,            0.047527,            0.038933,           0.0075177,           0.0075177,           0.0075177
                 178,            0.024295,            0.032958,             0.01195,             0.72671,             0.35615,             0.40148,             0.32114,            0.026171,            0.047562,            0.038955,           0.0074924,           0.0074924,           0.0074924
                 179,            0.024125,            0.033187,            0.011765,             0.72356,             0.35465,             0.40562,             0.32495,            0.026175,            0.047601,            0.038968,            0.007467,            0.007467,            0.007467
                 180,            0.024387,            0.033459,            0.011825,              0.7208,             0.35574,             0.40409,             0.32409,             0.02618,            0.047638,            0.038976,           0.0074416,           0.0074416,           0.0074416
                 181,            0.023984,            0.033127,            0.011827,              0.7217,             0.35531,             0.40403,             0.32397,            0.026183,            0.047667,            0.039002,            0.007416,            0.007416,            0.007416
                 182,            0.024113,            0.033221,            0.011714,             0.72139,             0.35458,               0.404,             0.32398,            0.026186,            0.047689,            0.039034,           0.0073904,           0.0073904,           0.0073904
                 183,            0.024151,            0.033073,            0.011749,             0.72287,             0.35384,             0.40496,             0.32472,            0.026188,            0.047732,            0.039059,           0.0073647,           0.0073647,           0.0073647
                 184,            0.024165,             0.03294,            0.011845,             0.72216,             0.35307,             0.40507,             0.32529,             0.02619,            0.047747,            0.039081,           0.0073389,           0.0073389,           0.0073389
                 185,            0.023987,             0.03292,            0.011653,             0.72414,             0.35286,             0.40496,             0.32509,            0.026193,            0.047782,            0.039098,           0.0073131,           0.0073131,           0.0073131
                 186,            0.023979,            0.032955,            0.011529,             0.72512,             0.35212,              0.4051,             0.32562,            0.026196,            0.047794,            0.039108,           0.0072872,           0.0072872,           0.0072872
                 187,            0.024028,            0.033065,            0.011567,             0.72372,             0.35197,             0.40496,             0.32453,            0.026198,            0.047828,            0.039137,           0.0072612,           0.0072612,           0.0072612
                 188,            0.024064,            0.033162,            0.011631,             0.72616,             0.35094,              0.4048,             0.32498,            0.026205,             0.04787,            0.039174,           0.0072351,           0.0072351,           0.0072351
                 189,            0.023931,            0.033075,            0.011655,             0.72524,             0.35109,             0.40497,              0.3243,            0.026209,            0.047892,              0.0392,            0.007209,            0.007209,            0.007209
                 190,            0.024028,             0.03279,            0.011645,              0.7274,             0.35082,             0.40525,             0.32402,            0.026217,            0.047929,            0.039223,           0.0071828,           0.0071828,           0.0071828
                 191,            0.023813,            0.032711,            0.011774,             0.72661,             0.35078,             0.40475,             0.32333,            0.026219,            0.047951,            0.039258,           0.0071566,           0.0071566,           0.0071566
                 192,            0.023892,            0.033003,            0.011767,             0.73742,             0.34787,             0.40422,             0.32281,            0.026221,            0.047951,            0.039287,           0.0071302,           0.0071302,           0.0071302
                 193,            0.024004,            0.033177,            0.011632,             0.73789,             0.34726,             0.40109,             0.31997,            0.026228,            0.047978,             0.03931,           0.0071039,           0.0071039,           0.0071039
                 194,            0.024035,            0.032865,            0.011581,             0.73794,             0.34624,             0.40099,             0.31986,            0.026231,            0.047995,            0.039329,           0.0070774,           0.0070774,           0.0070774
                 195,            0.023779,            0.032652,            0.011309,             0.73817,             0.34423,             0.40076,             0.32003,            0.026237,            0.048021,            0.039352,           0.0070509,           0.0070509,           0.0070509
                 196,            0.023968,            0.033025,             0.01141,             0.73917,             0.34396,             0.39891,              0.3185,            0.026242,            0.048051,            0.039378,           0.0070243,           0.0070243,           0.0070243
                 197,            0.023663,            0.032403,            0.011337,             0.74021,             0.34375,             0.39882,             0.31797,            0.026248,             0.04808,            0.039403,           0.0069977,           0.0069977,           0.0069977
                 198,             0.02378,            0.032648,            0.011267,             0.74293,             0.34281,              0.3992,             0.31848,             0.02625,            0.048103,            0.039413,            0.006971,            0.006971,            0.006971
                 199,             0.02382,            0.033022,            0.011305,             0.74421,             0.34163,             0.39837,             0.31794,            0.026253,            0.048131,             0.03942,           0.0069442,           0.0069442,           0.0069442
                 200,            0.023885,            0.032577,            0.011433,             0.74536,             0.34067,              0.3985,             0.31832,            0.026253,             0.04816,            0.039429,           0.0069174,           0.0069174,           0.0069174
                 201,            0.023477,            0.032299,            0.011423,              0.7468,             0.33966,             0.39844,             0.31835,            0.026258,            0.048196,            0.039455,           0.0068906,           0.0068906,           0.0068906
                 202,            0.023471,            0.032314,            0.011306,             0.74712,             0.33946,             0.39868,             0.31852,            0.026257,            0.048226,            0.039474,           0.0068637,           0.0068637,           0.0068637
                 203,            0.023678,            0.032369,            0.011108,             0.74888,             0.33914,             0.39874,             0.31861,            0.026255,            0.048265,            0.039488,           0.0068367,           0.0068367,           0.0068367
                 204,             0.02366,            0.032651,             0.01131,             0.74977,              0.3387,              0.3988,             0.31851,             0.02625,            0.048279,            0.039494,           0.0068097,           0.0068097,           0.0068097
                 205,             0.02368,            0.032673,            0.011313,             0.75054,             0.33832,             0.40008,             0.31967,             0.02625,            0.048294,            0.039499,           0.0067826,           0.0067826,           0.0067826
                 206,            0.023755,            0.032491,            0.011168,             0.69911,             0.36223,              0.4006,              0.3198,            0.026254,            0.048309,            0.039507,           0.0067555,           0.0067555,           0.0067555
                 207,            0.023646,            0.032507,            0.011205,             0.75136,             0.33819,             0.40062,             0.31961,            0.026259,             0.04835,            0.039527,           0.0067283,           0.0067283,           0.0067283
                 208,            0.023541,            0.032475,            0.011179,             0.70091,              0.3605,             0.40065,             0.31922,            0.026263,            0.048373,            0.039538,           0.0067011,           0.0067011,           0.0067011
                 209,            0.023463,            0.032097,            0.011269,             0.70298,             0.36036,             0.40244,             0.32071,            0.026263,            0.048396,            0.039551,           0.0066738,           0.0066738,           0.0066738
                 210,            0.023403,            0.032261,             0.01106,             0.70531,             0.35947,             0.40259,             0.32097,            0.026261,            0.048425,            0.039567,           0.0066465,           0.0066465,           0.0066465
                 211,            0.023383,            0.031992,            0.011086,             0.70591,              0.3596,             0.40257,             0.32144,            0.026261,            0.048438,            0.039573,           0.0066191,           0.0066191,           0.0066191
                 212,            0.023519,            0.032305,            0.011065,             0.70564,             0.35974,             0.40243,             0.32128,            0.026258,            0.048461,            0.039576,           0.0065917,           0.0065917,           0.0065917
                 213,            0.023383,            0.032248,            0.010863,             0.70813,             0.35874,             0.40169,              0.3203,            0.026257,            0.048506,             0.03959,           0.0065642,           0.0065642,           0.0065642
                 214,            0.023314,             0.03221,            0.011006,             0.71504,             0.35908,             0.40551,             0.32349,            0.026254,            0.048536,            0.039601,           0.0065368,           0.0065368,           0.0065368
                 215,            0.023383,            0.032054,            0.011005,             0.70961,             0.35867,             0.40541,             0.32295,            0.026253,            0.048564,            0.039621,           0.0065092,           0.0065092,           0.0065092
                 216,            0.023392,            0.032063,            0.010865,             0.74076,             0.34547,             0.40516,             0.32314,            0.026254,            0.048586,            0.039642,           0.0064816,           0.0064816,           0.0064816
                 217,            0.023183,            0.031824,            0.010741,             0.74955,             0.34498,             0.40585,             0.32365,            0.026256,            0.048625,            0.039658,            0.006454,            0.006454,            0.006454
                 218,            0.023368,            0.032106,            0.010862,             0.74803,             0.34536,             0.40535,             0.32311,            0.026258,            0.048659,            0.039682,           0.0064264,           0.0064264,           0.0064264
                 219,            0.023137,            0.032052,            0.010878,             0.74866,              0.3449,             0.40605,             0.32375,            0.026256,            0.048694,            0.039707,           0.0063987,           0.0063987,           0.0063987
                 220,            0.023145,            0.031735,             0.01082,             0.75523,             0.34231,             0.40536,              0.3234,            0.026262,            0.048741,            0.039728,            0.006371,            0.006371,            0.006371
                 221,            0.023281,            0.032002,            0.010685,             0.75937,              0.3413,             0.40515,             0.32304,            0.026265,            0.048755,            0.039745,           0.0063432,           0.0063432,           0.0063432
                 222,            0.023273,            0.031571,            0.010724,             0.76425,             0.33901,             0.40613,             0.32396,            0.026268,            0.048798,            0.039771,           0.0063154,           0.0063154,           0.0063154
                 223,            0.023366,            0.032122,            0.010923,             0.76421,             0.33872,             0.40633,             0.32397,            0.026273,            0.048832,            0.039791,           0.0062876,           0.0062876,           0.0062876
                 224,            0.023148,            0.031941,            0.010727,             0.75327,             0.34454,             0.40594,              0.3236,            0.026275,            0.048869,            0.039821,           0.0062598,           0.0062598,           0.0062598
                 225,            0.023309,            0.031935,            0.010904,             0.75284,             0.34465,              0.4058,             0.32317,            0.026276,            0.048909,            0.039847,           0.0062319,           0.0062319,           0.0062319
                 226,            0.022896,            0.031839,            0.010476,             0.75368,             0.34455,             0.40608,             0.32329,             0.02628,            0.048959,            0.039871,            0.006204,            0.006204,            0.006204
                 227,             0.02306,            0.031804,            0.010538,             0.75679,             0.34195,             0.40609,              0.3231,            0.026284,            0.049024,            0.039907,            0.006176,            0.006176,            0.006176
                 228,            0.023091,            0.031795,            0.010572,             0.75243,             0.34388,             0.40629,             0.32328,            0.026288,            0.049049,            0.039935,            0.006148,            0.006148,            0.006148
                 229,            0.023228,            0.031741,            0.010735,             0.74507,             0.34521,             0.40581,             0.32299,            0.026292,             0.04911,            0.039962,           0.0061201,           0.0061201,           0.0061201
                 230,            0.022946,            0.031763,            0.010554,             0.74174,             0.34697,             0.40555,             0.32267,            0.026296,            0.049135,            0.039974,            0.006092,            0.006092,            0.006092
                 231,            0.023059,            0.031794,            0.010467,             0.74145,             0.34729,               0.405,             0.32148,            0.026295,            0.049181,            0.039987,            0.006064,            0.006064,            0.006064
                 232,            0.022962,            0.031281,            0.010485,             0.73891,             0.34825,             0.40505,              0.3216,            0.026298,            0.049204,            0.039997,           0.0060359,           0.0060359,           0.0060359
                 233,            0.022851,            0.031408,            0.010342,             0.73663,             0.34884,             0.40488,             0.32147,            0.026297,            0.049245,            0.040002,           0.0060079,           0.0060079,           0.0060079
                 234,            0.022903,            0.031692,            0.010277,             0.72716,             0.34947,             0.40451,             0.32152,            0.026296,            0.049231,             0.04001,           0.0059798,           0.0059798,           0.0059798
                 235,            0.023001,            0.031593,            0.010371,             0.69703,             0.35799,             0.40447,             0.32227,            0.026294,            0.049266,            0.040033,           0.0059516,           0.0059516,           0.0059516
                 236,            0.022969,            0.031568,            0.010431,              0.6909,              0.3585,             0.40337,             0.32121,            0.026293,            0.049297,             0.04006,           0.0059235,           0.0059235,           0.0059235
                 237,            0.022664,            0.031279,            0.010318,             0.69057,             0.35836,             0.40304,             0.32154,            0.026292,            0.049316,            0.040087,           0.0058953,           0.0058953,           0.0058953
                 238,            0.022924,            0.031372,            0.010354,             0.69143,             0.35793,             0.40293,             0.32166,            0.026291,            0.049361,            0.040102,           0.0058672,           0.0058672,           0.0058672
                 239,            0.022603,            0.030934,            0.010384,             0.69095,             0.35908,             0.40262,             0.32092,            0.026292,            0.049396,            0.040118,            0.005839,            0.005839,            0.005839
                 240,            0.022625,            0.031084,            0.010173,             0.68844,             0.36036,             0.40439,             0.32223,            0.026297,            0.049435,            0.040133,           0.0058108,           0.0058108,           0.0058108
                 241,            0.022742,            0.031052,            0.010316,             0.69191,             0.35716,             0.40373,             0.32135,            0.026304,            0.049466,            0.040135,           0.0057826,           0.0057826,           0.0057826
                 242,            0.022869,            0.031645,            0.010333,             0.69377,             0.35737,             0.40375,             0.32273,            0.026313,            0.049493,            0.040147,           0.0057543,           0.0057543,           0.0057543
                 243,            0.022731,            0.031323,            0.010264,             0.69222,             0.35365,             0.40261,             0.32227,            0.026321,            0.049545,            0.040169,           0.0057261,           0.0057261,           0.0057261
                 244,            0.022759,            0.031239,            0.010293,              0.6932,             0.35242,             0.40168,             0.31985,            0.026327,             0.04958,            0.040182,           0.0056979,           0.0056979,           0.0056979
                 245,            0.022497,            0.031177,            0.010232,             0.67739,             0.36196,             0.40193,             0.32045,            0.026331,            0.049611,            0.040187,           0.0056696,           0.0056696,           0.0056696
                 246,            0.022811,            0.031327,            0.010203,             0.67991,             0.36119,             0.40201,             0.32042,            0.026335,            0.049649,            0.040191,           0.0056413,           0.0056413,           0.0056413
                 247,            0.022458,            0.030929,            0.010081,             0.67956,              0.3596,             0.40194,              0.3202,            0.026339,             0.04968,            0.040204,           0.0056131,           0.0056131,           0.0056131
                 248,            0.022581,            0.030985,            0.010181,             0.68024,              0.3587,             0.40245,             0.32083,            0.026342,             0.04972,            0.040226,           0.0055848,           0.0055848,           0.0055848
                 249,            0.022712,            0.030875,            0.010188,             0.68036,             0.35802,             0.40196,             0.32048,            0.026343,            0.049757,            0.040243,           0.0055565,           0.0055565,           0.0055565
                 250,            0.022525,            0.030644,            0.010087,             0.68056,             0.35759,             0.40163,              0.3201,            0.026343,            0.049798,            0.040259,           0.0055283,           0.0055283,           0.0055283
                 251,            0.022619,            0.030959,            0.010113,             0.68465,             0.35474,             0.39704,             0.31648,            0.026347,            0.049839,            0.040289,              0.0055,              0.0055,              0.0055
                 252,             0.02252,             0.03086,            0.010137,             0.68864,             0.35296,             0.39535,             0.31478,            0.026347,             0.04989,            0.040311,           0.0054717,           0.0054717,           0.0054717
                 253,             0.02249,            0.030966,           0.0099644,              0.6903,             0.35263,             0.39841,             0.31741,            0.026347,            0.049923,            0.040315,           0.0054435,           0.0054435,           0.0054435
                 254,            0.022534,            0.030742,            0.010096,              0.6896,             0.35241,             0.39862,             0.31815,            0.026352,            0.049954,            0.040312,           0.0054152,           0.0054152,           0.0054152
                 255,            0.022377,            0.030574,           0.0098394,             0.69646,             0.35188,             0.39844,             0.31838,            0.026356,            0.049994,             0.04031,           0.0053869,           0.0053869,           0.0053869
                 256,            0.022257,            0.030888,           0.0099607,             0.69871,             0.35037,             0.39778,             0.31783,             0.02636,            0.050037,            0.040323,           0.0053587,           0.0053587,           0.0053587
                 257,            0.022351,            0.030571,           0.0099352,             0.70836,               0.349,             0.39737,             0.31749,            0.026364,            0.050088,            0.040322,           0.0053304,           0.0053304,           0.0053304
                 258,            0.022041,            0.030206,           0.0098433,             0.70962,             0.34843,             0.39705,             0.31724,            0.026367,            0.050131,            0.040333,           0.0053021,           0.0053021,           0.0053021
                 259,             0.02238,            0.030728,            0.009817,              0.7115,             0.34817,             0.39676,             0.31695,            0.026369,            0.050163,            0.040346,           0.0052739,           0.0052739,           0.0052739
                 260,            0.022203,            0.030683,           0.0098202,             0.72003,             0.34718,             0.39728,             0.31767,            0.026374,            0.050218,            0.040364,           0.0052457,           0.0052457,           0.0052457
                 261,            0.022158,            0.030639,           0.0097092,             0.71874,             0.34651,             0.39714,             0.31767,            0.026374,            0.050234,            0.040385,           0.0052174,           0.0052174,           0.0052174
                 262,            0.022161,            0.030369,           0.0097728,             0.71921,             0.34616,             0.39694,             0.31744,            0.026373,            0.050263,            0.040409,           0.0051892,           0.0051892,           0.0051892
                 263,            0.022191,            0.030599,           0.0097583,             0.71388,             0.34508,             0.39657,             0.31704,             0.02638,             0.05031,            0.040446,            0.005161,            0.005161,            0.005161
                 264,            0.022206,            0.030756,           0.0097481,             0.71545,             0.34464,             0.39671,             0.31709,            0.026386,            0.050337,            0.040467,           0.0051328,           0.0051328,           0.0051328
                 265,            0.022175,            0.030671,           0.0098084,             0.71635,             0.34309,             0.39671,             0.31729,            0.026389,            0.050371,            0.040497,           0.0051047,           0.0051047,           0.0051047
                 266,            0.022163,            0.030617,           0.0097046,             0.71682,             0.34273,             0.39595,             0.31652,            0.026394,             0.05042,            0.040543,           0.0050765,           0.0050765,           0.0050765
                 267,            0.021833,            0.029975,           0.0095762,             0.71711,             0.34155,              0.3949,             0.31577,            0.026398,            0.050431,            0.040581,           0.0050484,           0.0050484,           0.0050484
                 268,            0.022142,            0.030468,           0.0096607,              0.7168,             0.34149,             0.39476,              0.3158,            0.026402,             0.05048,            0.040598,           0.0050202,           0.0050202,           0.0050202
                 269,            0.021959,            0.030431,           0.0097121,               0.716,             0.34177,             0.39449,             0.31537,            0.026404,            0.050487,            0.040615,           0.0049921,           0.0049921,           0.0049921
                 270,            0.022151,            0.030479,           0.0096752,             0.71493,              0.3409,             0.39399,             0.31504,            0.026408,            0.050533,            0.040645,           0.0049641,           0.0049641,           0.0049641
                 271,            0.021856,            0.029992,           0.0095947,              0.7168,             0.33997,             0.39404,             0.31516,            0.026411,            0.050576,            0.040665,            0.004936,            0.004936,            0.004936
                 272,            0.021941,            0.030303,           0.0095371,             0.70994,             0.34259,             0.39423,             0.31536,            0.026415,            0.050606,            0.040686,            0.004908,            0.004908,            0.004908
                 273,            0.022048,            0.030089,           0.0095857,             0.72356,             0.33862,             0.39432,             0.31515,            0.026419,             0.05065,            0.040713,           0.0048799,           0.0048799,           0.0048799
                 274,            0.021871,            0.030056,           0.0094748,              0.7248,             0.33848,              0.3944,             0.31527,            0.026423,            0.050679,            0.040738,            0.004852,            0.004852,            0.004852
                 275,            0.022083,            0.030473,           0.0096377,             0.72445,              0.3385,             0.39397,             0.31501,            0.026427,            0.050699,            0.040769,            0.004824,            0.004824,            0.004824
                 276,            0.021926,            0.029962,           0.0094772,             0.72691,             0.33872,             0.39341,             0.31417,             0.02643,            0.050705,            0.040788,            0.004796,            0.004796,            0.004796
                 277,            0.021584,            0.029606,           0.0094977,             0.72704,             0.33802,             0.39282,             0.31302,            0.026433,            0.050737,            0.040814,           0.0047681,           0.0047681,           0.0047681
                 278,            0.021803,            0.030228,           0.0095831,             0.72855,             0.33733,             0.39267,             0.31307,            0.026436,            0.050763,            0.040833,           0.0047402,           0.0047402,           0.0047402
                 279,             0.02177,            0.029812,           0.0094486,             0.72906,             0.33766,             0.39228,             0.31262,            0.026439,            0.050788,            0.040846,           0.0047124,           0.0047124,           0.0047124
                 280,            0.021612,            0.029848,           0.0092857,             0.73627,             0.33667,             0.39234,             0.31253,            0.026443,            0.050816,             0.04086,           0.0046846,           0.0046846,           0.0046846
                 281,            0.021738,            0.029872,           0.0093575,             0.73851,             0.33518,             0.39462,             0.31433,            0.026446,            0.050848,            0.040875,           0.0046568,           0.0046568,           0.0046568
                 282,            0.021567,            0.029611,           0.0092863,             0.73874,               0.334,             0.39483,             0.31451,            0.026449,            0.050874,            0.040906,            0.004629,            0.004629,            0.004629
                 283,            0.021496,            0.029757,           0.0093377,             0.74045,             0.33347,             0.39473,             0.31482,            0.026451,            0.050924,            0.040927,           0.0046013,           0.0046013,           0.0046013
                 284,            0.021566,            0.029674,           0.0093199,             0.74142,             0.33365,             0.39445,             0.31481,            0.026453,            0.050973,            0.040948,           0.0045736,           0.0045736,           0.0045736
                 285,            0.021705,            0.030077,           0.0092876,             0.74661,             0.33342,             0.39411,              0.3145,            0.026455,            0.050992,            0.040974,            0.004546,            0.004546,            0.004546
                 286,            0.021796,            0.029931,           0.0093741,             0.74955,              0.3337,             0.39449,             0.31477,            0.026458,            0.051035,            0.041003,           0.0045184,           0.0045184,           0.0045184
